open_time,close_time,symbol,type,volume,open_price,close_price,sl,tp,commission,swap,profit,comment,balance
2025.11.26 06:21:15,2025.11.26 08:28:15,GBPUSD,buy,0.3,1.28231,-2.00669,1.2759,1.29513,-1.05,-0.03,-98.67,FVG entry,10594.48
2025.11.27 08:08:34,2025.11.27 10:17:34,NAS100,buy,1.0,6476.11,6475.7764,6443.72945,6540.8711,-3.5,-1.56,-33.36,FVG entry,10561.12
2025.11.27 16:07:47,2025.11.27 21:29:47,NAS100,sell,0.1,14545.13,14530.096,14617.85565,14399.6787,-0.35,0.27,150.34,liquidity sweep,10711.46
2025.11.28 07:03:30,2025.11.28 07:52:30,EURUSD,sell,0.3,1.23249,-4.95018,1.23865,1.22017,-1.05,-1.84,185.48,FVG entry,10896.94
2025.11.28 16:45:20,2025.11.28 17:51:20,NAS100,sell,1.0,14417.08,14414.1767,14489.1654,14272.9092,-3.5,-1.46,290.33,MSS confirm,11187.27
2025.11.29 09:52:29,2025.11.29 11:18:29,NAS100,buy,0.5,1343.6,1348.5496,1336.882,1357.036,-1.75,0.08,247.48,liquidity sweep,11434.75
2025.11.29 05:23:51,2025.11.29 09:01:51,NAS100,buy,0.3,17472.27,17468.467,17384.90865,17646.9927,-1.05,0.35,-114.09,breaker block,11320.66
2025.11.30 17:18:38,2025.11.30 18:21:38,NAS100,buy,0.3,16907.62,16913.21467,16823.0819,17076.6962,-1.05,-1.08,167.84,breaker block,11488.5
2025.12.01 15:54:35,2025.12.01 17:34:35,GBPUSD,buy,0.3,1.26081,-1.59952,1.25451,1.27342,-1.05,-1.23,-85.81,breaker block,11402.69
2025.12.01 06:09:36,2025.12.01 10:48:36,XAUUSD,buy,0.2,7524.51,7521.0105,7486.88745,7599.7551,-0.7,-0.87,-69.99,OB retest,11332.7
2025.12.02 09:49:36,2025.12.02 12:16:36,XAUUSD,buy,0.5,13239.11,13245.591,13172.91445,13371.5011,-1.75,-0.79,324.05,OB retest,11656.75
2025.12.02 11:07:22,2025.12.02 14:37:22,NAS100,sell,1.0,1096.58,1094.9688,1102.0629,1085.6142,-3.5,-1.49,161.12,breaker block,11817.87
2025.12.03 14:18:20,2025.12.03 18:42:20,NAS100,sell,1.0,16667.25,16664.4613,16750.58625,16500.5775,-3.5,0.02,278.87,MSS confirm,12096.74
2025.12.04 12:27:01,2025.12.04 16:08:01,XAUUSD,buy,0.3,2304.35,2300.16533,2292.82825,2327.3935,-1.05,-1.95,-125.54,liquidity sweep,11971.2
2025.12.04 16:29:53,2025.12.04 20:02:53,XAUUSD,sell,1.0,1573.86,1572.2787,1581.7293,1558.1214,-3.5,0.18,158.13,FVG entry,12129.33
2025.12.05 08:04:32,2025.12.05 09:27:32,XAUUSD,buy,0.2,2056.99,2078.639,2046.70505,2077.5599,-0.7,-1.36,432.98,liquidity sweep,12562.31
2025.12.05 07:11:49,2025.12.05 12:08:49,XAUUSD,sell,1.0,6464.84,6466.2748,6497.1642,6400.1916,-3.5,0.43,-143.48,breaker block,12418.83
2025.12.06 10:28:40,2025.12.06 14:27:40,NAS100,sell,0.1,1138.74,1116.451,1144.4337,1127.3526,-0.35,0.08,222.89,breaker block,12641.72
2025.12.06 12:39:38,2025.12.06 16:37:38,XAUUSD,sell,1.0,13037.1,13032.1879,13102.2855,12906.729,-3.5,-1.2,491.21,breaker block,13132.93
2025.12.07 07:28:06,2025.12.07 11:20:06,EURUSD,sell,0.5,1.20722,-1.82738,1.21326,1.19515,-1.75,-0.48,151.73,FVG entry,13284.66
2025.12.07 20:26:49,2025.12.07 22:59:49,NAS100,buy,0.3,14474.95,14482.198,14402.57525,14619.6995,-1.05,-0.36,217.44,liquidity sweep,13502.1
2025.12.09 14:05:37,2025.12.09 19:17:37,XAUUSD,sell,0.1,6192.33,6203.341,6223.29165,6130.4067,-0.35,-1.06,-110.11,liquidity sweep,13391.99
2025.12.10 16:05:41,2025.12.10 20:21:41,XAUUSD,sell,0.2,4531.63,4524.167,4554.28815,4486.3137,-0.7,-1.66,149.26,FVG entry,13541.25
2025.12.10 12:32:49,2025.12.10 13:58:49,XAUUSD,buy,0.2,3617.74,3611.2165,3599.6513,3653.9174,-0.7,-0.27,-130.47,liquidity sweep,13410.78
2025.12.11 22:28:02,2025.12.12 00:35:02,NAS100,buy,1.0,4784.13,4788.7868,4760.20935,4831.9713,-3.5,0.41,465.68,MSS confirm,13876.46
2025.12.12 18:23:43,2025.12.12 22:05:43,GBPUSD,sell,0.2,1.29507,7.90657,1.30155,1.28212,-0.7,0.0,-132.23,MSS confirm,13744.23
2025.12.12 10:55:23,2025.12.12 13:22:23,XAUUSD,buy,0.5,18106.22,18103.6914,18015.6889,18287.2822,-1.75,-1.63,-126.43,breaker block,13617.8
2025.12.13 18:52:28,2025.12.13 19:41:28,EURUSD,buy,0.3,1.11736,8.47869,1.11177,1.12853,-1.05,-1.2,220.84,MSS confirm,13838.64
2025.12.13 14:50:09,2025.12.13 18:47:09,NAS100,sell,1.0,106.02,107.1252,106.5501,104.9598,-3.5,-1.8,-110.52,MSS confirm,13728.12
2025.12.13 16:46:38,2025.12.13 22:21:38,XAUUSD,buy,1.0,9142.82,9144.2835,9097.1059,9234.2482,-3.5,-1.72,146.35,liquidity sweep,13874.47
2025.12.15 12:40:32,2025.12.15 16:21:32,XAUUSD,buy,0.2,13287.76,13300.242,13221.3212,13420.6376,-0.7,-1.79,249.64,liquidity sweep,14124.11
2025.12.16 04:34:32,2025.12.16 07:53:32,EURUSD,buy,0.3,1.27419,-1.31281,1.26782,1.28693,-1.05,-1.11,-77.61,MSS confirm,14046.5
2025.12.16 07:49:37,2025.12.16 09:26:37,XAUUSD,sell,0.5,19616.4,19607.9424,19714.482,19420.236,-1.75,-0.8,422.88,OB retest,14469.38
2025.12.16 05:49:29,2025.12.16 08:35:29,NAS100,buy,1.0,7965.08,7963.9015,7925.2546,8044.7308,-3.5,0.04,-117.85,FVG entry,14351.53
2025.12.17 05:12:18,2025.12.17 08:44:18,NAS100,buy,0.5,17892.86,17900.3866,17803.3957,18071.7886,-1.75,-1.03,376.33,liquidity sweep,14727.86
2025.12.18 10:23:59,2025.12.18 12:03:59,EURUSD,sell,1.0,1.13813,2.17003,1.14382,1.12675,-3.5,-1.74,-103.19,FVG entry,14624.67
2025.12.19 10:38:45,2025.12.19 16:00:45,NAS100,sell,0.5,5491.83,5480.8736,5519.28915,5436.9117,-1.75,0.45,547.82,liquidity sweep,15172.49
2025.12.20 05:25:23,2025.12.20 05:50:23,XAUUSD,buy,0.2,1345.6,1369.076,1338.872,1359.056,-0.7,-0.05,469.52,FVG entry,15642.01
2025.12.21 11:02:38,2025.12.21 15:41:38,NAS100,sell,0.3,7961.28,7946.015,8001.0864,7881.6672,-1.05,-0.38,457.95,liquidity sweep,16099.96
2025.12.21 05:11:31,2025.12.21 10:32:31,XAUUSD,buy,0.3,13879.92,13876.404,13810.5204,14018.7192,-1.05,0.5,-105.48,liquidity sweep,15994.48
2025.12.21 00:28:11,2025.12.21 03:33:11,EURUSD,sell,0.1,1.215,25.834,1.22107,1.20285,-0.35,-1.27,-246.19,FVG entry,15748.29
2025.12.22 08:50:23,2025.12.22 12:02:23,XAUUSD,buy,1.0,11445.98,11444.874,11388.7501,11560.4398,-3.5,-0.83,-110.6,OB retest,15637.69
2025.12.23 00:04:19,2025.12.23 01:16:19,NAS100,sell,0.3,12847.13,12835.81833,12911.36565,12718.6587,-1.05,-0.88,339.35,breaker block,15977.04
2025.12.24 11:40:37,2025.12.24 16:13:37,NAS100,buy,0.2,6083.19,6114.4215,6052.77405,6144.0219,-0.7,-1.6,624.63,MSS confirm,16601.67
2025.12.25 11:57:18,2025.12.25 14:40:18,EURUSD,sell,1.0,1.21004,2.09004,1.21609,1.19794,-3.5,-0.74,-88.0,OB retest,16513.67
2025.12.26 18:10:42,2025.12.26 23:46:42,XAUUSD,sell,1.0,5293.85,5291.0401,5320.31925,5240.9115,-3.5,-1.47,280.99,breaker block,16794.66
2025.12.26 12:31:56,2025.12.26 15:11:56,XAUUSD,sell,0.5,1460.39,1449.2078,1467.69195,1445.7861,-1.75,-1.85,559.11,liquidity sweep,17353.77
2025.12.27 08:21:38,2025.12.27 13:16:38,NAS100,sell,0.1,6383.0,6392.953,6414.915,6319.17,-0.35,-0.83,-99.53,liquidity sweep,17254.24
2025.12.27 07:03:18,2025.12.27 12:06:18,GBPUSD,sell,0.3,1.10695,8.70695,1.11248,1.09588,-1.05,-1.6,-228.0,OB retest,17026.24
2025.12.29 09:31:01,2025.12.29 10:03:01,NAS100,sell,0.1,5627.85,5596.835,5655.98925,5571.5715,-0.35,-0.51,310.15,breaker block,17336.39
2025.12.30 14:34:00,2025.12.30 17:49:00,EURUSD,sell,0.1,1.17017,21.49017,1.17602,1.15847,-0.35,-0.57,-203.2,OB retest,17133.19
2025.12.30 12:24:32,2025.12.30 15:53:32,XAUUSD,sell,0.3,15898.15,15903.655,15977.64075,15739.1685,-1.05,-1.15,-165.15,breaker block,16968.04
2025.12.31 13:38:32,2025.12.31 18:11:32,NAS100,buy,0.5,2979.66,2991.2856,2964.7617,3009.4566,-1.75,0.23,581.28,FVG entry,17549.32
2026.01.01 19:10:25,2026.01.02 00:06:25,GBPUSD,sell,0.3,1.19247,-16.0582,1.19843,1.18055,-1.05,-1.96,517.52,breaker block,18066.84
2026.01.01 03:37:19,2026.01.01 08:41:19,EURUSD,buy,1.0,1.11826,8.38256,1.11267,1.12944,-3.5,-1.87,726.43,breaker block,18793.27
2026.01.02 11:49:53,2026.01.02 15:42:53,NAS100,buy,0.3,8376.19,8387.44567,8334.30905,8459.9519,-1.05,-0.97,337.67,FVG entry,19130.94
2026.01.02 11:58:30,2026.01.02 16:10:30,EURUSD,buy,1.0,1.16305,7.81735,1.15723,1.17468,-3.5,0.39,665.43,OB retest,19796.37
2026.01.03 11:22:43,2026.01.03 14:02:43,EURUSD,sell,0.2,1.33245,-22.68405,1.33911,1.31913,-0.7,0.46,480.33,breaker block,20276.7
2026.01.04 15:20:30,2026.01.04 18:50:30,NAS100,sell,0.3,19092.22,19077.039,19187.6811,18901.2978,-1.05,0.01,455.43,liquidity sweep,20732.13
2026.01.04 07:22:59,2026.01.04 12:17:59,NAS100,sell,0.3,2746.32,2731.10067,2760.0516,2718.8568,-1.05,-0.46,456.58,MSS confirm,21188.71
2026.01.05 11:14:40,2026.01.05 12:32:40,NAS100,buy,0.1,19290.41,19344.09,19193.95795,19483.3141,-0.35,0.44,536.8,MSS confirm,21725.51
2026.01.06 15:30:41,2026.01.06 20:31:41,NAS100,sell,0.2,10703.51,10685.341,10757.02755,10596.4749,-0.7,-0.19,363.38,liquidity sweep,22088.89
2026.01.07 18:26:56,2026.01.07 21:02:56,EURUSD,buy,0.1,1.05278,-17.81422,1.04752,1.06331,-0.35,-0.58,-188.67,MSS confirm,21900.22
2026.01.07 19:29:41,2026.01.07 20:34:41,XAUUSD,sell,0.3,3250.72,3254.81967,3266.9736,3218.2128,-1.05,-0.85,-122.99,OB retest,21777.23
2026.01.07 09:50:18,2026.01.07 13:36:18,XAUUSD,buy,1.0,6559.21,6557.4601,6526.41395,6624.8021,-3.5,-1.0,-174.99,OB retest,21602.24
2026.01.08 20:20:59,2026.01.08 23:02:59,NAS100,sell,1.0,14457.93,14449.4256,14530.21965,14313.3507,-3.5,-1.97,850.44,MSS confirm,22452.68
2026.01.09 12:42:07,2026.01.09 15:29:07,XAUUSD,buy,0.1,12774.59,12742.95,12710.71705,12902.3359,-0.35,0.35,-316.4,MSS confirm,22136.28
2026.01.09 08:30:09,2026.01.09 10:29:09,XAUUSD,sell,0.2,13607.16,13621.2265,13675.1958,13471.0884,-0.7,-0.51,-281.33,MSS confirm,21854.95
2026.01.10 11:45:23,2026.01.10 16:27:23,NAS100,buy,0.2,3291.58,3283.859,3275.1221,3324.4958,-0.7,0.14,-154.42,FVG entry,21700.53
2026.01.11 16:31:05,2026.01.11 17:08:05,EURUSD,sell,1.0,1.18871,-3.43419,1.19465,1.17682,-3.5,0.02,462.29,FVG entry,22162.82
2026.01.12 07:47:13,2026.01.12 08:30:13,XAUUSD,buy,0.5,635.67,644.4618,632.49165,642.0267,-1.75,-0.98,439.59,MSS confirm,22602.41
2026.01.13 15:23:57,2026.01.13 16:39:57,NAS100,sell,0.3,2373.54,2341.14333,2385.4077,2349.8046,-1.05,0.48,971.9,MSS confirm,23574.31
2026.01.13 01:53:00,2026.01.13 03:58:00,EURUSD,sell,0.2,1.18819,11.46619,1.19413,1.17631,-0.7,-1.61,-205.56,MSS confirm,23368.75
2026.01.14 12:02:51,2026.01.14 17:16:51,XAUUSD,buy,0.1,4895.44,4912.919,4870.9628,4944.3944,-0.35,-1.89,174.79,OB retest,23543.54
2026.01.14 07:08:32,2026.01.14 10:00:32,GBPUSD,buy,0.2,1.14053,34.20953,1.13483,1.15194,-0.7,-1.64,661.38,breaker block,24204.92
2026.01.15 09:17:03,2026.01.15 14:54:03,XAUUSD,buy,0.5,15716.31,15721.5986,15637.72845,15873.4731,-1.75,-1.2,264.43,MSS confirm,24469.35
2026.01.16 03:11:48,2026.01.16 03:48:48,XAUUSD,buy,1.0,8254.14,8262.4958,8212.8693,8336.6814,-3.5,-0.96,835.58,OB retest,25304.93
2026.01.17 09:13:21,2026.01.17 11:38:21,XAUUSD,sell,0.5,13473.76,13464.5024,13541.1288,13339.0224,-1.75,-0.49,462.88,liquidity sweep,25767.81
2026.01.18 11:46:42,2026.01.18 12:01:42,XAUUSD,sell,0.2,18743.26,18757.336,18836.9763,18555.8274,-0.7,0.41,-281.52,OB retest,25486.29
2026.01.18 20:58:15,2026.01.19 00:20:15,XAUUSD,buy,0.5,10673.47,10667.9538,10620.10265,10780.2047,-1.75,-1.1,-275.81,MSS confirm,25210.48
2026.01.18 10:29:06,2026.01.18 15:25:06,EURUSD,sell,0.2,1.27238,10.10638,1.27874,1.25966,-0.7,-1.96,-176.68,liquidity sweep,25033.8
2026.01.19 15:18:09,2026.01.19 18:18:09,NAS100,buy,0.3,15267.45,15282.27933,15191.11275,15420.1245,-1.05,-0.78,444.88,MSS confirm,25478.68
2026.01.20 15:10:46,2026.01.20 19:55:46,EURUSD,buy,0.1,1.20718,-28.38582,1.20114,1.21925,-0.35,0.1,-295.93,OB retest,25182.75
2026.01.20 12:48:00,2026.01.20 16:07:00,NAS100,buy,0.1,12357.09,12341.79,12295.30455,12480.6609,-0.35,-0.33,-153.0,FVG entry,25029.75
2026.01.21 10:01:00,2026.01.21 12:35:00,XAUUSD,sell,0.1,10044.82,9976.266,10095.0441,9944.3718,-0.35,-0.26,685.54,FVG entry,25715.29
